Decision Matrix: 

28.0      	28.0      	2.060241  	4.0       	2.441176  	28.0      	2.75      	0.0       	0.065574  	0.901639  	0.067797  	
3.0       	10.0      	2.076923  	3.0       	3.25      	6.0       	4.333333  	0.0       	0.076923  	1.230769  	0.407407  	
37.0      	114.0     	1.985612  	4.0       	6.619048  	41.0      	34.75     	0.0       	0.045455  	0.734848  	0.177966  	
10.0      	21.0      	2.341463  	3.0       	4.555555  	10.0      	13.666667 	0.0       	0.814815  	0.740741  	0.444444  	
19.0      	19.0      	1.136364  	2.0       	5.5       	19.0      	11.0      	0.090909  	0.590909  	0.136364  	0.930233  	
29.0      	103.0     	3.180556  	6.0       	3.512195  	29.0      	24.0      	0.020979  	0.65035   	0.825175  	0.325714  	
59.0      	59.0      	1.016667  	2.0       	30.0      	59.0      	30.0      	0.083333  	0.016667  	0.016667  	0.909091  	
1.0       	54.0      	3.710526  	5.0       	3.304348  	28.0      	15.2      	0.0       	0.605263  	0.986826  	0.418605  	
12.0      	11.0      	1.565217  	3.0       	2.3       	12.0      	2.0       	0.120526  	0.789474  	1.052632  	0.5       	
2.0       	2.0       	1.0       	1.0       	2.0       	2.0       	2.0       	1.0       	0.0       	0.0       	0.0       	
2.0       	10.0      	3.285714  	5.0       	2.333333  	4.0       	4.2       	0.058824  	0.0       	0.1       	0.3464154 	
2.0       	2.0       	1.0       	1.0       	2.0       	2.0       	2.0       	1.0       	0.0       	0.0       	0.0       	
6.0       	8.0       	1.333333  	2.0       	4.5       	6.0       	4.5       	0.0       	0.0       	0.870968  	0.357143  	
92.0      	101.0     	1.12      	3.0       	20.833333 	111.0     	41.666667 	0.007634  	0.312977  	0.877863  	0.590747  	
52.0      	68.0      	1.351648  	3.0       	18.2      	71.0      	30.333333 	0.005556  	0.188889  	2.25      	0.264973  	
3.0       	7.0       	2.2       	3.0       	2.5       	5.0       	3.333333  	0.0       	0.454545  	1.636364  	0.307692  	
8.0       	18.0      	3.387097  	6.0       	2.214286  	8.0       	5.166667  	0.0       	0.16129   	1.451613  	0.285714  	
